dataset,topK,L,query,target_excerpt,orig_top1_excerpt,suffix,suffix_len,suffix_token_ids,baseline_rank,final_rank,delta_rank,delta_cos,delta_ndcg,success,iter_used
nq,1,1,i feel like i'm fixin to die woodstock?,Origami can be used to construct various geometrical designs not possible with compass and straightedge constructions. F,One-on-one: Amanda.,mandal,1,[24373],800,793,7,0.0065558552742004395,0.00013628606521465247,0,740
nq,1,1,who is the longest serving manager in manchester united history?,The primary motivation for creating the Federal Reserve System was to address banking panics.[5] Other purposes are stat,In bold those clubs competing in the Championship as of the current season.,1834,1,[10700],800,808,-8,-0.07448464632034302,-0.0001538733465880071,0,740
nq,1,1,who has won the eurovision song contest the most times?,"The canal would ""forcibly displace an estimated 120,000 people, including Rama and Creole communities from protected ind",One-on-one: Amanda.,disruption,1,[20461],800,100,700,0.016192376613616943,0.046516897121978956,0,500
nq,1,1,song god bless the child that's got his own?,"The first Martian flyby mission was Mariner 4 which arrived in 1965. That quick two-day pass (July 14â€“15, 1965) with c",ByÇ” stvorany naveki vialikaj Rasijaj!,ᵐ,1,[1502],800,686,114,0.043758928775787354,0.0024365958871756105,0,920
nq,1,1,how long did it take an ocean liner to cross the atlantic?,"The music and lyrics for the theme song, ""The Ballad of Gilliganâ€™s Isle"", were written by Sherwood Schwartz and George",One-on-one: Amanda.,##ʸ,1,[29710],800,705,95,0.01528698205947876,0.001995291639484781,0,840
nq,1,1,what do the lines on headphone jacks mean?,"Under Yassa, chiefs and generals were selected based on merit. The empire was governed by a non-democratic, parliamentar",One-on-one: Amanda.,1792,1,[13414],800,616,184,0.054183125495910645,0.004211442835209675,0,540
nq,1,1,who bowled the last over of the 2007 world twenty20 that india won?,Gideon Sundback increased the number of fastening elements from four per inch (about one every 6.4 mm) to ten or eleven ,Most T20I wickets for India[48],suppression,1,[16341],800,587,213,-0.026519477367401123,0.005025937372220443,0,1460
nq,1,1,what is the job of a senator in the philippines?,"The AHL had a slight alignment shift with the addition of the Tucson Roadrunners to the one-year-old Pacific Division, b","The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",₎,1,[1559],800,292,508,-0.028822481632232666,0.018355659886273704,0,700
nq,1,1,which of these mountain ranges in india's longest railway tunnel constructed?,Other industries took note of American's success and implemented similar systems. Robert Crandall discussed his success ,List of places,1850s,1,[16488],800,781,19,-0.088661789894104,0.0003735910817441318,0,860
nq,1,1,the king of kalinga in the mauryan period was?,"After buying the rights from Castle Rock, Miramax gave the green light to put the film into production. Several well-kno",A hadith reports that Muhammad said about Qadr:,་,1,[1424],800,716,84,-0.02327638864517212,0.001746822326117295,0,1680
nq,1,1,who are the only 2 families that have had 3 generations of oscar winners?,The racial makeup of New Hampshire as of the 2010 Census was:[34],"The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",53,1,[5187],800,289,511,0.03792691230773926,0.01857716130826914,0,720
nq,1,1,who was the actor that played ben stone on law and order?,"Bernard offers to take the McKennas to dinner, but cancels when a sinister-looking man knocks at the McKennas' hotel-roo",One-on-one: Amanda.,threatens,1,[17016],800,558,242,0.04758334159851074,0.005894988510905308,0,480
nq,1,1,who has given the theory of unbalanced economic growth?,"When a contract is entered into without the free consent of the party, it is considered a voidable contract. The definit","The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",1805,1,[13126],800,775,25,-0.0764572024345398,0.0004940262963398223,0,440
nq,1,1,who is the girl in the once bitten twice shy video?,The video arcade game market remained in a state of flux for the remainder of the decade. The ball-and-paddle market col,One-on-one: Amanda.,protagonists,1,[21989],800,784,16,0.01725459098815918,0.0003138231284647297,0,480
nq,1,1,meaning of peter piper picked a peck of pickled peppers?,Logan's shooting of the undercover officer sets in motion a chain of events that eventually leads to Deakins' retirement,One-on-one: Amanda.,⇌,1,[1590],800,623,177,0.006815016269683838,0.004022340949099049,0,540
nq,1,1,who recorded i can't help falling in love with you?,Origami can be used to construct various geometrical designs not possible with compass and straightedge constructions. F,One-on-one: Amanda.,assists,1,[8456],800,647,153,0.03268951177597046,0.0033945145306511215,0,640
nq,1,1,how many seasons has greys anatomy been on tv?,"And the Lord said to Gabriel: ""'Proceed against the bastards and the reprobates, and against the children of fornication",One-on-one: Amanda.,1868,1,[7582],800,530,270,0.0313454270362854,0.006792305387631245,0,500
nq,1,1,what is the difference between pvc and pvdc?,"In his review in Guitar World, Jeff Slate wrote that the ""thing about being a fan of Bob Dylan is that the discovery of ","The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",turner,1,[6769],800,242,558,0.04074519872665405,0.022512364612582464,0,700
nq,1,1,the xix of the social security act of 1965 established?,One of the motivations of Napoleon's Invasion of Egypt was to establish a junction with India against the British. Bonap,High-level/long-term reports supplementing the Administration Console[42],1805,1,[13126],800,93,707,0.033909738063812256,0.048891284499450266,0,440
nq,1,1,why does cooling water run through the condenser?,"As is typical of most East Asian languages,[52] Khmer verbs do not inflect at all; tense, aspect and mood can be express",One-on-one: Amanda.,〈,1,[1637],800,226,574,-0.10490888357162476,0.0240966566334945,0,480
nq,1,1,where did rafael nadal win his first tennis title?,Origami can be used to construct various geometrical designs not possible with compass and straightedge constructions. F,One-on-one: Amanda.,50th,1,[12951],800,818,-18,-0.052298665046691895,-0.00034345906463002784,0,700
nq,1,1,how much of the world's diamonds does de beers own?,Insurance funds do not always cover the full costs of treatment and typical reimbursement is between half to three-quart,"The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",##woods,1,[25046],800,784,16,-0.010293781757354736,0.0003138231284647297,0,520
nq,1,1,how did early humans make use of stones during the prehistoric period?,"In order for Wake-on-LAN to work, parts of the network interface need to stay on. This consumes a small amount of standb",One-on-one: Amanda.,外,1,[1809],800,455,345,0.0050261616706848145,0.00953964290899574,0,1040
nq,1,1,when was the last time an nba backboard broken?,"At the 2010 census, 6.9% of the state's population were reported as under 5, 24.6% were under 18, and 12.0% were 65 or o",One-on-one: Amanda.,1860s,1,[15914],800,666,134,-0.014187455177307129,0.002918688239872763,0,940
nq,1,1,who plays connor's mom in madeas christmas?,"The Northern Coalsack Nebula, also called the Cygnus Rift, is a dark nebula located in the Cygnus Milky Way.[1]",One-on-one: Amanda.,##¤,1,[29647],800,457,343,-0.04916036128997803,0.009458775587544141,0,420
nq,1,1,who ends up together in the end of gossip girl?,"In May 1798, Congress voted for legislation that would use eight hundred thousand dollars in order to pay for small arms",One-on-one: Amanda.,presided,1,[15506],800,514,286,-0.07548964023590088,0.00733356530647418,0,620
nq,1,1,a good that can be used in place of another good?,The practice of identifying revisions of automobiles by their model year is strongest in Canada and the United States.[c,One-on-one: Amanda.,1805,1,[13126],800,656,144,-0.008834421634674072,0.0031668793995455052,0,440
nq,1,1,where are located the acetabulum and the glenoid cavities?,In early 2006 a final resolution to the dispute between Cameroon and Nigeria over the oil-rich Bakassi peninsula was exp,"The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",»,1,[1090],800,478,322,0.02063816785812378,0.008636978809804505,0,660
nq,1,1,why did government sponsored surveys and land acts encourage migration to the west?,"A ""guitar pick"" or ""plectrum"" is a small piece of hard material generally held between the thumb and first finger of the","The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",basics,1,[24078],800,426,374,-0.06670117378234863,0.010767869800638208,0,700
nq,1,1,how many dominoes do you need for mexican train?,"In December 2016, a week before the line's opening, the MTA hosted open houses at 96th Street[134][135][136] and 86th St",One-on-one: Amanda.,↔,1,[1587],800,326,474,0.10138744115829468,0.016041776370729247,0,860
nq,1,1,what is one of the main goal of the democratic party?,"In 1999, Starbucks experimented with eateries in the San Francisco Bay area through a restaurant chain called Circadia.[",The economic and military issues are closely linked in the eyes of many within the movement.,##mussen,1,[29134],800,562,238,0.043242454528808594,0.005771633635659079,0,480
nq,1,1,how do tsetse flies (glossina spp.) differ from other dipteran flies?,"At the 2010 census, 6.9% of the state's population were reported as under 5, 24.6% were under 18, and 12.0% were 65 or o","The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",1805,1,[13126],800,243,557,-0.18718403577804565,0.022418094587756315,0,440
nq,1,1,who led an attack that allowed for american victory at yorktown?,"Kerosene is sometimes used as an additive in diesel fuel to prevent gelling or waxing in cold temperatures. However, thi",One-on-one: Amanda.,₍,1,[1558],800,914,-114,-0.10077273845672607,-0.0020230655907523543,0,1000
nq,1,1,what is the source of electrons during photosynthesis?,The video arcade game market remained in a state of flux for the remainder of the decade. The ball-and-paddle market col,"The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",1792,1,[13414],800,728,72,-0.09003201127052307,0.001481372826867236,0,560
nq,1,1,who does the voice of marceline on adventure time?,"""Blurred Lines"" was produced by Thicke and Pharrell with an intention of creating a sound similar to Marvin Gaye's ""Got ",One-on-one: Amanda.,1826,1,[11931],800,716,84,0.026952385902404785,0.001746822326117295,0,760
nq,1,1,why was the building of a settlement in mexico in 1519 significant?,"Rapper Snoop Dogg presented the Best R&B Video award with Dr. Dre and George Clinton. At the time, Snoop was wanted in c","The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",39th,1,[22702],800,686,114,0.012349486351013184,0.0024365958871756105,0,440
nq,1,1,when did the anti smacking law come in nz?,"-(AU0) Remote Keyless Entry , with 2 transmitters, panic button and content theft alarm, RPO Code has changed to ""(ATG)""",One-on-one: Amanda.,1805,1,[13126],800,567,233,0.01934492588043213,0.005619051928502983,0,440
nq,1,1,who did the assyrians conquer in 722 bce?,It also calls for Infrastructure Grants to municipalities to finance investments in sanitation. The paper notes that it ,"Note: The classical ""Roman Empire"" is usually said to have ended with the deposition of Romulus Augustulus, with its con",reiterated,1,[28960],800,312,488,0.0828130841255188,0.016953401419556882,0,620
nq,1,1,who sings will you still love me when i'm not young and beautiful?,"Worldwide, horses play a role within human cultures and have done so for millennia. Horses are used for leisure activiti",ByÇ” stvorany naveki vialikaj Rasijaj!,opposes,1,[29158],800,189,611,-0.07205379009246826,0.028429329956486005,0,960
nq,1,1,what was the name of darth vader star destroyer?,"And the Lord said to Gabriel: ""'Proceed against the bastards and the reprobates, and against the children of fornication",One-on-one: Amanda.,1649,1,[26538],800,513,287,0.04103749990463257,0.00736812949918321,0,980
nq,1,1,how many pairs of legs does a centipede have?,Logan's shooting of the undercover officer sets in motion a chain of events that eventually leads to Deakins' retirement,One-on-one: Amanda.,1805,1,[13126],800,831,-31,-0.09920051693916321,-0.0005854757627654084,0,440
nq,1,1,why was the statue of liberty given to the us as a gift from france?,"Tony Blair, who welcomed Israel's decision to ease the restrictions on behalf of the Quartet on the Middle East, said th",One-on-one: Amanda.,『,1,[1643],800,676,124,0.029921293258666992,0.0026753154516257066,0,760
nq,1,1,the era of the great mughals began with the accession of?,"Kerosene is sometimes used as an additive in diesel fuel to prevent gelling or waxing in cold temperatures. However, thi",Wâ€“F,bombings,1,[20109],800,758,42,0.01839280128479004,0.0008419438733360818,0,720
nq,1,1,the use of basso continuo was discontinued during the classical era because?,"Ciliates are a model alveolate, having been genetically studied in great depth over the longest period of any alveolate ","There is a fifth stanza to the poem, not often seen, inserted between the third and fourth stanzas above:",traveller,1,[21916],800,589,211,0.025863826274871826,0.004968085990181559,0,800
nq,1,1,who led the conquest of the incas in south america?,"The growing popularity of ""amateur spook-hunters"" Ed Zeddmore and Harry Spangler prompted Kripke to consider a spin-off ",One-on-one: Amanda.,##27,1,[22907],800,707,93,-0.12678465247154236,0.0019497412232484107,0,1520
nq,1,1,whats the difference between tomato paste and tomato puree?,The video arcade game market remained in a state of flux for the remainder of the decade. The ball-and-paddle market col,"The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",wcw,1,[24215],800,683,117,0.03712260723114014,0.0025077326670225886,0,420
nq,1,1,who is allowed to be apart of the european union?,"Starting in the latter half of the 19th century, the lower Colorado below Black Canyon became an important waterway for ",For cutting off our Trade with all parts of the world:,』,1,[1644],800,626,174,0.021098971366882324,0.00394214649088491,0,560
nq,1,1,where is the table of contents found in a book?,"Near Salemi, Garibaldi's army attracted scattered bands of rebels, and the combined forces defeated the opposing army at","The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",1762,1,[20827],800,689,111,-0.049608051776885986,0.002365863704269583,0,520
nq,1,1,where is the boy who played charlie in willy wonka?,"Doc returns in Season 15, where he reveals he's actually known about the Blues and Reds for some time before he met the ","The character has also appeared in the King of Queens episode ""Rayny Day"".",playoffs,1,[7555],800,436,364,0.006940901279449463,0.010332137039965647,0,540
nq,1,1,who plays lucifer's mom in the tv series?,Lieutenant Colonel Alexander Vosch - the leading officer at Camp Haven. He is sadistic and cruel. He survives the destru,"The character has also appeared in the King of Queens episode ""Rayny Day"".",populated,1,[10357],800,563,237,-0.0914987325668335,0.005740975012118205,0,800
nq,1,1,creating appropriation bills falls under which power of congress?,"In AD 65, Seneca was caught up in the aftermath of the Pisonian conspiracy, a plot to kill Nero. Although it is unlikely",which completes the proof.,1721,1,[27689],800,42,758,-0.004466712474822998,0.08061524704699716,0,500
nq,1,1,what is the population of the tri-cities washington?,"Today, the Internet Corporation for Assigned Names and Numbers (ICANN) manages the top-level development and architectur","The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",1766,1,[21410],800,753,47,-0.01623237133026123,0.0009462072718798981,0,820
nq,1,1,when was the last time the jets won a playoff game?,"Both West and East Florida remained loyal to the British crown during the American Revolution, and served as havens for ",One-on-one: Amanda.,1840s,1,[19308],800,174,626,-0.07191354036331177,0.03053278451259636,0,1200
nq,1,1,form from material that has accumulated on the earths surface?,"Overall, the outcome for acute low back pain is positive. Pain and disability usually improve a great deal in the first ",For cutting off our Trade with all parts of the world:,celebrities,1,[12330],800,806,-6,-0.0272597074508667,-0.00011559086447796019,0,460
nq,1,1,band who had a hit with heart and soul crossword?,"As with any medieval bishopric, Chartres Cathedral was the most important building in the town – the centre of its econo",One-on-one: Amanda.,broadcaster,1,[11995],800,686,114,-0.019496917724609375,0.0024365958871756105,0,1300
nq,1,1,where does the story the great gatsby take place?,"Q(t) is the quantity of electric charge in a specific volume at time t, QIN is the amount of charge flowing into the vol",One-on-one: Amanda.,ⁱ,1,[1537],800,391,409,-0.1129671037197113,0.012406934089358099,0,500
nq,1,1,when to use an air gap for dishwasher?,"Numerous indigenous groups in the Bangsamoro region do not adhere to Catholicism nor Islam, making them vulnerable to ex",One-on-one: Amanda.,1990s,1,[4134],800,561,239,0.024312913417816162,0.005802363995594292,0,700
nq,1,1,when does madea's family funeral come out?,In the spending review of 20 October 2010 George Osborne announced a series of changes to housing benefit. From April 20,One-on-one: Amanda.,1797,1,[14112],800,669,131,0.011020123958587646,0.0028451781490788502,0,600
nq,1,1,what does the term right wing and left wing mean?,"Overall, the outcome for acute low back pain is positive. Pain and disability usually improve a great deal in the first ",One-on-one: Amanda.,parasites,1,[23996],800,709,91,0.038146018981933594,0.0019043583869826491,0,640
nq,1,1,how long did it take to build the great pyramid of egypt?,"In December 2016, a week before the line's opening, the MTA hosted open houses at 96th Street[134][135][136] and 86th St",One-on-one: Amanda.,242,1,[22431],800,638,162,-0.050730347633361816,0.003626326064985058,0,500
nq,1,1,when was the first underwater cable laid beneath the english channel?,"A supervolcano usually has a large caldera and can produce devastation on an enormous, sometimes continental, scale. Suc",One-on-one: Amanda.,imagery,1,[13425],800,690,110,0.05797135829925537,0.0023423755086855735,0,460
nq,1,1,what is the storyline of the movie shape of water?,In early 2006 a final resolution to the dispute between Cameroon and Nigeria over the oil-rich Bakassi peninsula was exp,One-on-one: Amanda.,##ʉ,1,[29697],800,477,323,0.012166798114776611,0.008675022362286205,0,720
nq,1,1,french film pioneer who introduced newsreel in 1910?,"When a little brown bat crashlands into a plate of Jimmy Z's famous brownies, Martin and Chris out set out to convince A","Welsh settlement in Patagonia. (Chubut Province, Argentina)",relegation,1,[9591],800,297,503,0.014272868633270264,0.017993222105281023,0,840
nq,1,1,game of thrones synopsis season 6 episode 10?,"Several other invertebrates have been domesticated, both terrestrial and aquatic, including some such as Drosophila mela",High-level/long-term reports supplementing the Administration Console[42],werewolves,1,[18306],800,746,54,-0.041644155979156494,0.0010936979506820654,0,660
nq,1,1,the fertile crescent is located between what two bodies of water?,"Atman, asserts Katha Upanishad, is the subject of Self-knowledge, the bearer of spiritual reality, that which is all-pre",For cutting off our Trade with all parts of the world:,krishna,1,[10871],800,298,502,0.1036677360534668,0.017921719883866025,0,1220
nq,1,1,when did australia 2 win the america's cup?,Red Hat Enterprise Linux (RHEL) is a Linux distribution developed by Red Hat and targeted toward the commercial market. ,One-on-one: Amanda.,1805,1,[13126],800,415,385,-0.16378790140151978,0.011263133466029876,0,440
nq,1,1,when was thine is the kingdom added to lord's prayer?,The video arcade game market remained in a state of flux for the remainder of the decade. The ball-and-paddle market col,"I would say to the House, as I said to those who have joined this Government: ""I have nothing to offer but blood, toil, ",beyonce,1,[20773],800,756,44,0.0390925407409668,0.0008835416436344806,0,580
nq,1,1,sequel to a christmas story it runs in the family?,"And the Lord said to Gabriel: ""'Proceed against the bastards and the reprobates, and against the children of fornication",Introduced in Robbin' Season,##ʼ,1,[29712],800,270,530,-0.09262600541114807,0.02005588175186651,0,800
nq,1,1,when did the tv show the waltons first air?,"In terms of bus protocol, PCI Express communication is encapsulated in packets. The work of packetizing and de-packetizi",One-on-one: Amanda.,surplus,1,[15726],800,752,48,-0.03607732057571411,0.0009671679855157711,0,460
nq,1,1,when does the miz and maryse show start?,"The more famous version of the Pandora myth comes from another of Hesiod's poems, Works and Days. In this version of the",One-on-one: Amanda.,1805,1,[13126],800,407,393,0.0463559627532959,0.011634411438535108,0,440
nq,1,1,magnus chase and the gods of asgard book 1 summary?,"A supervolcano usually has a large caldera and can produce devastation on an enormous, sometimes continental, scale. Suc",One-on-one: Amanda.,1792,1,[13414],800,703,97,-0.014445006847381592,0.002041010748884603,0,540
nq,1,1,who is known as father of green revolution in india?,The racial makeup of New Hampshire as of the 2010 Census was:[34],Most T20I wickets for India[48],70th,1,[26934],800,274,526,-0.14409244060516357,0.019733112962083355,0,560
nq,1,1,another name for the torso is the blank region of the body?,"The root of this practice appears to be found in the hospitality customs of ancient civilizations, especially where sand",The dedication is not to be confounded with the handwritten dedication of a single copy: the presentation copy.,1805,1,[13126],800,614,186,-0.12042433023452759,0.00426598923502422,0,400
nq,1,1,is there going to be a bates motel season 6?,"Both West and East Florida remained loyal to the British crown during the American Revolution, and served as havens for ",One-on-one: Amanda.,ᵗ,1,[1505],800,658,142,0.02320629358291626,0.003116847487922042,0,520
nq,1,1,how does the us government form a more perfect union?,"A customer-focused approach can be defined as ""when an organization learns more about the habits of the customer so that",For cutting off our Trade with all parts of the world:,seizure,1,[18634],800,277,523,-0.11566749215126038,0.019495185668246567,0,320
nq,1,1,right to property according to the constitution of india is a?,"It was recorded by Perry Como on January 13, 1949 and released as a single that year by RCA Victor Records. The 78rpm ve",ByÇ” stvorany naveki vialikaj Rasijaj!,1934,1,[4579],800,432,368,0.049337923526763916,0.010504823774683036,0,1240
nq,1,1,where is the world's largest thermometer located?,The school board received an offer from the club to pay $25 million and build a new $10 million high school stadium and ,"The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",##⁷,1,[30076],800,606,194,0.0012912750244140625,0.004486524144959619,0,640
nq,1,1,who played mama odie in princess and the frog?,Palaszczuk faced the task of rebuilding a party which had just suffered the worst defeat of a sitting government in Quee,One-on-one: Amanda.,shareholders,1,[15337],800,589,211,0.027587175369262695,0.004968085990181559,0,500
nq,1,1,in a microsoft access table what does a row of information represent?,The Joker is considered Ledger's finest performance; he himself regarded it as his most enjoyable. When the film was rel,This can be expressed more concisely by using summation notation:,convictions,1,[20488],800,714,86,-0.004070401191711426,0.0017916272480233836,0,600
nq,1,1,when was the last time anyone was on the moon?,"In Tasmania, Crown land is managed under the Crown Lands Act 1976. In South Australia, the relevant Act is the Crown Lan",One-on-one: Amanda.,##zawa,1,[19708],800,831,-31,-0.04818093776702881,-0.0005854757627654084,0,480
nq,1,1,where does the phrase rock chalk jayhawk come from?,"Bernard offers to take the McKennas to dinner, but cancels when a sinister-looking man knocks at the McKennas' hotel-roo",One-on-one: Amanda.,##odies,1,[27391],800,797,3,0.02731114625930786,5.821808125222594e-05,0,500
nq,1,1,the first significant restriction on free immigration in u.s. history was the?,The titles special agent and secret agent are not synonymous. The title special agent is commonly the official title ass,Last tab: g$,→,1,[1585],800,585,215,-0.025962531566619873,0.005084047823003923,0,720
nq,1,1,in american history what was the purpose of the period known as reconstruction?,"In early 2015, Puth signed with Atlantic and his previous records were removed from iTunes.[32] In February 2015, Puth r","Note: The classical ""Roman Empire"" is usually said to have ended with the deposition of Romulus Augustulus, with its con",##ʉ,1,[29697],800,821,-21,-0.08886492252349854,-0.0003997495465120071,0,440
nq,1,1,where is nathan's hotdog eating contest held?,"The center position has been traditionally considered one of the most important positions, if not the most important. Th",One-on-one: Amanda.,##endez,1,[28787],800,752,48,-0.09832555055618286,0.0009671679855157711,0,780
nq,1,1,new movie of ajay devgan and sonakshi sinha?,Each function or piece part is then listed in matrix form with one row for each failure mode. Because FMECA usually invo,"It was released on 10 March 2017 in the United Kingdom, followed by Australia, France and Nordic countries by Universal ",242,1,[22431],800,496,304,-0.019515037536621094,0.007969665851863816,0,680
nq,1,1,when did hollywood become the centre of the film industry?,The school board received an offer from the club to pay $25 million and build a new $10 million high school stadium and ,"In the 1960s, South Africa experienced economic growth second only to that of Japan.[189] Trade with Western countries g",）,1,[1988],800,285,515,0.0028833746910095215,0.018877365834600743,0,880
nq,1,1,rhett butler's daughter in gone with the wind?,"Since the beginning of the seventeenth century, the Tokugawa shogunate pursued a policy of isolating the country from ou","The character has also appeared in the King of Queens episode ""Rayny Day"".",assists,1,[8456],800,839,-39,-0.021769940853118896,-0.0007319836703703203,0,600
nq,1,1,who dies in the beginning of deathly hallows part 1?,"From its founding, the U.S. federal government has documented its policies and decisions, but for almost 150 years it ha",One-on-one: Amanda.,495,1,[29302],800,610,190,-0.04425609111785889,0.004375783217481111,0,700
nq,1,1,who sings gone gone gone she been gone so long?,"Touches among humans that can be defined as communication include handshakes, holding hands, kissing (cheek, lips, hand)",One-on-one: Amanda.,quran,1,[21288],800,650,150,0.018602967262268066,0.0033181788011285157,0,500
nq,1,1,who was assassinated during a visit to sarajevo in bosnia?,The other definition describes protists primarily by functional or biological criteria: protists are essentially those e,One-on-one: Amanda.,portray,1,[17279],800,747,53,0.012486815452575684,0.0010725179011804864,0,440
nq,1,2,who was the highest ranking official in the early christian church?,"The first Martian flyby mission was Mariner 4 which arrived in 1965. That quick two-day pass (July 14â€“15, 1965) with c",One-on-one: Amanda.,##∘ david,2,"[30126, 2585]",800,61,739,0.020168006420135498,0.06427519285533292,0,4920
nq,1,2,the doors of the hildesheim church c. 1015 were carved in wood?,"Great Bend receives 27 inches (690 mm) of precipitation during an average year, and there are, on average, 71 days of me",The Friends of Benjamin Franklin House (the organization responsible for the restoration) note that the bones were likel,lanes domesday,2,"[10914, 22310]",800,269,531,0.013605356216430664,0.02013758526700961,0,1880
nq,1,2,who sang the original song send in the clowns?,"Today, the Internet Corporation for Assigned Names and Numbers (ICANN) manages the top-level development and architectur",One-on-one: Amanda.,cuffs currency,2,"[24347, 9598]",800,452,348,0.056472718715667725,0.009661830275537908,0,2240
nq,1,2,who hit 6 sixes in an over in test cricket?,"Touches among humans that can be defined as communication include handshakes, holding hands, kissing (cheek, lips, hand)",Most T20I wickets for India[48],economies 246,2,"[18730, 22376]",800,633,167,-0.05458027124404907,0.0037569658756208685,0,880
nq,1,2,how many countries participated for the first time in the 2014 olympic winter games in sochi?,"The λ ring was one of two rings discovered by Voyager 2 in 1986.[20] It is a narrow, faint ring located just inside the ",In bold those clubs competing in the Championship as of the current season.,辶 marcia,2,"[1956, 22548]",800,193,607,-0.1102113425731659,0.02790687024892155,0,2800
nq,1,2,what was the name of the horse in steptoe and son?,"Some companies use a well-known product as their ticker symbol. Belgian brewer InBev, the brewer of Budweiser beer, uses",One-on-one: Amanda.,⇄ subsequent,2,"[1589, 4745]",800,384,416,-0.0785667896270752,0.012758271566153292,0,2960
nq,1,2,where is tigris river located on the world map?,The assault on Sword began at about 0300 with the aerial and naval bombardment of German coastal defences and artillery ,"The books have been described as having a cult following in Poland,[1] the Czech Republic, Hungary, Slovakia, Ukraine, R",khz racecourse,2,"[17737, 15948]",800,785,15,-0.02941608428955078,0.00029396643246402954,0,1760
nq,1,2,who was the chief guest of india on independence day 2017?,"Missouri was historically considered a ""bellwether state"", having voted for the winner in every presidential election si",List of places,430 cheney,2,"[19540, 23745]",800,433,367,0.031513988971710205,0.010461453855250671,0,1720
